,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,TenureByAge,CreditScoreByAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
4863,464,33,10,147493.7,2,1,0,100447.53,0,0.30303030303030304,14.06060606060606,1,0,0,1,0
8515,724,35,0,171982.95,2,0,1,167313.07,0,0.0,20.685714285714287,0,1,0,1,0
5422,607,31,1,102523.88,1,1,1,166792.71,0,0.03225806451612903,19.580645161290324,1,0,0,1,0
7733,694,58,1,143212.22,1,0,0,102628.56,1,0.017241379310344827,11.96551724137931,0,1,0,1,0
1203,463,35,2,101257.16,1,1,1,118113.64,0,0.05714285714285714,13.228571428571428,1,0,0,0,1
3768,599,34,2,101506.66,1,0,0,198030.24,0,0.058823529411764705,17.61764705882353,0,0,1,0,1
5357,405,31,5,133299.67,2,1,1,72950.14,0,0.16129032258064516,13.064516129032258,0,1,0,0,1
3852,746,36,9,127157.04,1,1,1,155700.15,0,0.25,20.72222222222222,1,0,0,0,1
1926,693,31,1,0.0,2,0,1,182270.88,0,0.03225806451612903,22.35483870967742,1,0,0,0,1
3114,619,40,10,0.0,1,1,1,147093.84,1,0.25,15.475,1,0,0,1,0
2641,538,28,6,164365.44,1,0,1,5698.97,0,0.21428571428571427,19.214285714285715,0,1,0,1,0
7639,541,46,6,0.0,2,1,1,83456.67,0,0.13043478260869565,11.76086956521739,1,0,0,0,1
7360,644,54,6,0.0,1,0,1,84622.37,0,0.1111111111111111,11.925925925925926,0,0,1,0,1
8182,562,36,5,0.0,1,0,1,182843.24,0,0.1388888888888889,15.61111111111111,0,0,1,0,1
7610,762,36,5,119547.46,1,1,1,42693.65,0,0.1388888888888889,21.166666666666668,1,0,0,0,1
2728,749,46,10,78136.36,2,1,1,73470.98,0,0.21739130434782608,16.282608695652176,0,1,0,0,1
9597,509,26,10,0.0,2,1,1,6177.83,0,0.38461538461538464,19.576923076923077,1,0,0,0,1
4985,554,26,4,121365.39,1,1,1,8742.36,0,0.15384615384615385,21.307692307692307,0,1,0,0,1
6846,689,40,5,154251.67,1,0,1,118319.5,0,0.125,17.225,0,0,1,1,0
7698,592,60,9,0.0,4,1,1,13614.01,1,0.15,9.866666666666667,1,0,0,0,1
4012,554,46,4,0.0,2,0,1,57320.92,0,0.08695652173913043,12.043478260869565,0,0,1,0,1
2626,568,29,2,129177.01,2,0,1,104617.99,0,0.06896551724137931,19.586206896551722,0,1,0,1,0
7238,697,62,7,0.0,1,1,0,129188.18,1,0.11290322580645161,11.241935483870968,0,0,1,0,1
8255,575,40,1,139532.34,1,1,0,181294.39,0,0.025,14.375,1,0,0,1,0
9565,582,38,9,135979.01,4,1,1,76582.95,1,0.23684210526315788,15.31578947368421,1,0,0,1,0
805,790,46,9,0.0,1,0,0,14679.81,1,0.1956521739130435,17.17391304347826,0,0,1,1,0
4634,610,45,3,0.0,1,1,0,38276.84,1,0.06666666666666667,13.555555555555555,0,0,1,1,0
5247,633,59,5,0.0,1,1,1,137273.97,0,0.0847457627118644,10.728813559322035,1,0,0,0,1
5566,633,42,3,126041.02,1,0,1,11796.89,0,0.07142857142857142,15.071428571428571,0,1,0,0,1
5739,712,30,1,89571.59,1,1,1,177613.19,0,0.03333333333333333,23.733333333333334,1,0,0,1,0
5143,646,31,2,0.0,1,1,1,170821.43,1,0.06451612903225806,20.838709677419356,0,0,1,0,1
8265,618,40,0,140306.38,1,1,0,160618.61,1,0.0,15.45,0,1,0,1,0
4459,672,23,10,110741.56,1,1,0,80778.5,0,0.43478260869565216,29.217391304347824,0,1,0,1,0
1242,696,30,4,114027.7,1,1,1,193716.56,0,0.13333333333333333,23.2,0,1,0,0,1
6945,554,31,6,135470.9,1,1,0,107074.81,0,0.1935483870967742,17.870967741935484,0,1,0,1,0
5740,620,34,8,102251.57,1,1,0,120672.09,0,0.23529411764705882,18.235294117647058,0,1,0,1,0
5325,529,43,0,123815.86,1,1,1,78463.99,1,0.0,12.30232558139535,1,0,0,1,0
547,479,30,7,143964.36,2,1,0,41879.99,0,0.23333333333333334,15.966666666666667,0,1,0,1,0
3022,648,27,7,0.0,2,1,1,163060.43,0,0.25925925925925924,24.0,0,0,1,1,0
5761,710,31,3,0.0,2,1,1,112289.06,0,0.0967741935483871,22.903225806451612,1,0,0,1,0
4031,688,37,7,138162.41,2,1,1,113926.31,0,0.1891891891891892,18.594594594594593,0,0,1,0,1
26,756,36,2,136815.64,1,1,1,170041.95,0,0.05555555555555555,21.0,0,1,0,0,1
4952,679,58,9,109327.65,1,1,1,3829.13,0,0.15517241379310345,11.706896551724139,0,0,1,0,1
5152,585,36,10,0.0,2,1,1,180318.6,0,0.2777777777777778,16.25,0,0,1,0,1
2508,677,46,2,57037.74,1,1,1,158531.01,0,0.043478260869565216,14.717391304347826,1,0,0,0,1
1433,755,62,1,127706.33,2,0,1,142377.69,0,0.016129032258064516,12.17741935483871,1,0,0,0,1
2582,656,46,5,113402.14,2,1,1,138849.06,0,0.10869565217391304,14.26086956521739,1,0,0,1,0
1302,428,31,2,0.0,2,1,0,54487.43,0,0.06451612903225806,13.806451612903226,1,0,0,1,0
5812,850,41,3,136416.82,1,0,1,57844.26,0,0.07317073170731707,20.73170731707317,1,0,0,0,1
7349,632,42,6,59972.26,2,0,1,148172.94,0,0.14285714285714285,15.047619047619047,0,1,0,0,1
5281,687,31,3,0.0,2,0,0,48228.1,0,0.0967741935483871,22.161290322580644,0,0,1,0,1
6114,627,44,5,0.0,2,1,0,82969.61,1,0.11363636363636363,14.25,1,0,0,1,0
1221,791,37,2,163789.49,2,1,0,75832.53,0,0.05405405405405406,21.37837837837838,1,0,0,0,1
7435,610,50,5,130554.51,3,1,0,184758.17,1,0.1,12.2,0,0,1,1,0
2548,524,50,4,0.0,2,1,1,31840.59,1,0.08,10.48,1,0,0,0,1
750,649,41,0,0.0,2,0,1,130567.02,0,0.0,15.829268292682928,1,0,0,0,1
437,516,35,10,104088.59,2,0,0,119666.0,0,0.2857142857142857,14.742857142857142,1,0,0,0,1
4371,563,35,2,183572.84,1,1,1,66006.75,1,0.05714285714285714,16.085714285714285,1,0,0,1,0
4448,565,40,1,89994.71,2,0,1,121084.27,0,0.025,14.125,0,1,0,1,0
2847,529,38,7,99842.5,2,1,0,90256.06,1,0.18421052631578946,13.921052631578947,0,0,1,0,1
1173,478,36,3,92363.3,2,1,0,44912.7,0,0.08333333333333333,13.277777777777779,0,0,1,1,0
7495,557,27,2,0.0,2,0,1,4497.55,0,0.07407407407407407,20.62962962962963,1,0,0,1,0
2699,633,29,8,104944.1,1,1,1,97684.46,0,0.27586206896551724,21.82758620689655,0,1,0,1,0
9888,637,21,10,125712.2,1,0,0,175072.47,0,0.47619047619047616,30.333333333333332,1,0,0,1,0
9506,682,69,6,0.0,2,0,1,149604.18,0,0.08695652173913043,9.884057971014492,1,0,0,0,1
6395,741,36,0,127675.39,2,1,0,74260.16,0,0.0,20.583333333333332,0,1,0,1,0
2481,475,57,1,0.0,2,1,0,89248.99,0,0.017543859649122806,8.333333333333334,1,0,0,1,0
5456,659,34,9,134464.58,2,1,0,178833.34,0,0.2647058823529412,19.38235294117647,0,1,0,0,1
8444,792,70,3,0.0,2,1,1,172240.27,0,0.04285714285714286,11.314285714285715,1,0,0,1,0
2706,696,22,9,149777.0,1,1,1,198032.93,0,0.4090909090909091,31.636363636363637,1,0,0,0,1
4661,780,43,0,0.0,1,0,1,15705.27,0,0.0,18.13953488372093,1,0,0,1,0
326,594,35,2,0.0,2,1,0,103480.69,0,0.05714285714285714,16.97142857142857,1,0,0,0,1
1039,714,72,3,0.0,1,1,1,86733.61,0,0.041666666666666664,9.916666666666666,1,0,0,1,0
2637,647,29,0,98263.46,2,1,0,164717.95,0,0.0,22.310344827586206,1,0,0,1,0
5022,734,45,2,0.0,2,1,0,99593.28,0,0.044444444444444446,16.31111111111111,1,0,0,0,1
2499,614,37,8,75150.34,4,0,1,131766.67,1,0.21621621621621623,16.594594594594593,1,0,0,1,0
1004,601,26,7,105514.69,2,1,0,50070.59,0,0.2692307692307692,23.115384615384617,0,1,0,1,0
2861,525,25,6,0.0,2,1,0,89566.64,0,0.24,21.0,1,0,0,1,0
3233,595,36,6,85768.42,1,1,1,24802.77,0,0.16666666666666666,16.52777777777778,0,0,1,0,1
1870,624,33,6,0.0,2,0,0,76551.7,0,0.18181818181818182,18.90909090909091,0,0,1,0,1
4245,732,34,8,122338.43,2,1,0,187985.85,0,0.23529411764705882,21.529411764705884,1,0,0,1,0
6927,601,37,5,0.0,1,0,0,20708.6,0,0.13513513513513514,16.243243243243242,1,0,0,1,0
8385,605,62,4,111065.93,2,0,1,125660.99,0,0.06451612903225806,9.758064516129032,1,0,0,1,0
534,550,40,7,114354.95,1,1,0,54018.93,0,0.175,13.75,1,0,0,1,0
9827,602,33,5,0.0,2,0,1,64038.34,0,0.15151515151515152,18.242424242424242,0,0,1,0,1
7148,770,30,8,0.0,2,0,1,50839.85,0,0.26666666666666666,25.666666666666668,0,0,1,0,1
7365,568,36,10,153610.61,1,1,1,54083.8,1,0.2777777777777778,15.777777777777779,0,0,1,1,0
585,760,51,2,100946.71,1,0,0,179614.8,1,0.0392156862745098,14.901960784313726,1,0,0,1,0
9914,496,34,1,102723.35,2,1,0,180844.81,0,0.029411764705882353,14.588235294117647,1,0,0,1,0
3035,817,45,9,101207.75,1,0,0,88211.12,1,0.2,18.155555555555555,0,1,0,0,1
4428,602,35,5,0.0,2,1,0,31050.02,0,0.14285714285714285,17.2,1,0,0,1,0
4089,662,47,6,0.0,2,1,1,129392.75,0,0.1276595744680851,14.085106382978724,1,0,0,1,0
1703,790,42,1,85839.62,1,1,0,198182.73,0,0.023809523809523808,18.80952380952381,0,1,0,0,1
4295,476,34,8,111905.43,1,0,1,197221.81,1,0.23529411764705882,14.0,0,1,0,1,0
5719,692,27,1,125547.53,1,0,0,7900.46,0,0.037037037037037035,25.62962962962963,1,0,0,0,1
491,710,41,2,156067.05,1,1,1,9983.88,0,0.04878048780487805,17.317073170731707,1,0,0,1,0
6899,569,66,2,0.0,1,1,0,130784.2,1,0.030303030303030304,8.621212121212121,1,0,0,0,1
4353,805,31,4,0.0,2,1,0,4798.12,0,0.12903225806451613,25.967741935483872,1,0,0,1,0
2836,679,60,8,0.0,2,1,1,51380.9,0,0.13333333333333333,11.316666666666666,1,0,0,0,1
2266,617,37,4,116471.43,2,1,0,175324.74,1,0.10810810810810811,16.675675675675677,0,1,0,1,0
7718,740,60,5,108028.08,2,0,0,25980.42,1,0.08333333333333333,12.333333333333334,1,0,0,1,0
9523,660,32,0,114668.89,1,1,0,84605.0,0,0.0,20.625,1,0,0,1,0
8022,616,31,3,136789.14,1,1,0,59346.4,1,0.0967741935483871,19.870967741935484,1,0,0,1,0
4707,511,27,8,0.0,2,1,1,49089.36,0,0.2962962962962963,18.925925925925927,1,0,0,0,1
9843,646,24,0,92398.08,1,1,1,18897.29,0,0.0,26.916666666666668,0,1,0,0,1
2900,626,26,8,148610.41,3,0,1,104502.02,1,0.3076923076923077,24.076923076923077,0,0,1,1,0
9618,581,24,3,95508.2,1,1,1,45755.0,0,0.125,24.208333333333332,1,0,0,1,0
2944,576,32,7,0.0,2,1,0,4660.91,0,0.21875,18.0,1,0,0,0,1
1916,543,48,1,100900.5,1,0,0,33310.72,1,0.020833333333333332,11.3125,0,1,0,0,1
3185,652,45,9,110827.49,1,1,1,153383.54,1,0.2,14.488888888888889,0,1,0,1,0
8626,657,40,7,99165.84,1,0,1,119333.95,1,0.175,16.425,0,1,0,0,1
9434,638,34,7,0.0,2,0,0,3946.29,0,0.20588235294117646,18.764705882352942,0,0,1,1,0
7255,563,32,0,148326.09,1,1,0,191604.27,1,0.0,17.59375,1,0,0,1,0
4246,617,30,8,0.0,1,1,1,92621.9,0,0.26666666666666666,20.566666666666666,1,0,0,1,0
8615,658,39,4,0.0,1,1,1,147530.06,0,0.10256410256410256,16.871794871794872,1,0,0,1,0
5146,850,32,2,128647.98,2,0,0,54416.18,0,0.0625,26.5625,0,1,0,0,1
8565,632,40,9,139625.34,1,1,0,93702.96,1,0.225,15.8,1,0,0,1,0
2518,758,50,2,95813.76,3,1,1,67944.09,1,0.04,15.16,1,0,0,1,0
397,547,32,8,155726.85,1,1,0,67789.99,0,0.25,17.09375,0,1,0,0,1
1317,789,37,3,0.0,1,1,0,121883.87,1,0.08108108108108109,21.324324324324323,1,0,0,0,1
4560,624,36,0,0.0,2,1,0,111605.9,0,0.0,17.333333333333332,0,0,1,1,0
121,674,39,6,120193.42,1,0,0,100130.95,0,0.15384615384615385,17.28205128205128,0,0,1,0,1
2449,537,46,5,100727.5,1,0,1,140857.76,1,0.10869565217391304,11.673913043478262,0,1,0,1,0
8855,697,43,10,128226.37,1,0,0,188486.94,0,0.23255813953488372,16.209302325581394,0,0,1,0,1
8108,437,35,6,126803.34,2,1,1,161133.4,0,0.17142857142857143,12.485714285714286,0,1,0,0,1
1566,524,37,9,127480.58,2,1,0,179634.69,0,0.24324324324324326,14.162162162162161,0,1,0,1,0
1984,531,45,1,126495.57,2,1,1,164741.5,0,0.022222222222222223,11.8,0,0,1,1,0
4333,724,34,6,118235.7,2,0,0,157137.23,0,0.17647058823529413,21.294117647058822,0,1,0,0,1
7910,561,28,6,123692.0,1,1,1,70548.96,0,0.21428571428571427,20.035714285714285,0,0,1,0,1
9286,720,29,7,106230.92,1,1,1,69903.93,1,0.2413793103448276,24.82758620689655,0,1,0,1,0
3918,850,29,1,0.0,2,0,0,152996.89,0,0.034482758620689655,29.310344827586206,1,0,0,0,1
2173,698,46,0,0.0,2,1,1,125962.02,0,0.0,15.173913043478262,1,0,0,1,0
3283,635,48,4,81556.89,2,1,0,191914.37,0,0.08333333333333333,13.229166666666666,0,1,0,1,0
8495,696,42,4,0.0,1,0,0,126353.13,1,0.09523809523809523,16.571428571428573,1,0,0,0,1
8584,731,19,6,0.0,2,1,1,151581.79,0,0.3157894736842105,38.473684210526315,1,0,0,0,1
2333,484,36,8,0.0,2,1,0,186136.48,0,0.2222222222222222,13.444444444444445,0,0,1,0,1
573,648,49,10,0.0,2,1,1,159835.78,1,0.20408163265306123,13.224489795918368,0,0,1,1,0
3660,494,27,2,0.0,2,1,0,22404.64,0,0.07407407407407407,18.296296296296298,0,0,1,0,1
9075,576,40,9,0.0,2,1,0,112465.19,1,0.225,14.4,1,0,0,0,1
981,749,44,0,71497.79,2,0,0,151083.8,0,0.0,17.022727272727273,0,1,0,1,0
9370,561,43,4,0.0,4,0,0,18522.91,1,0.09302325581395349,13.046511627906977,1,0,0,0,1
1407,721,69,2,108424.19,1,1,1,178418.35,0,0.028985507246376812,10.44927536231884,1,0,0,0,1
535,608,59,1,0.0,1,1,0,70649.64,1,0.01694915254237288,10.305084745762711,1,0,0,0,1
4315,632,30,1,58668.02,1,1,1,78670.52,0,0.03333333333333333,21.066666666666666,0,1,0,0,1
4598,638,46,9,139859.54,1,1,0,38967.29,0,0.1956521739130435,13.869565217391305,1,0,0,0,1
8622,706,36,9,58571.18,2,1,0,40774.01,0,0.25,19.61111111111111,0,1,0,0,1
8758,663,34,10,0.0,1,1,1,114083.73,0,0.29411764705882354,19.5,1,0,0,0,1
1434,552,41,9,124349.34,1,1,0,135635.25,0,0.21951219512195122,13.463414634146341,1,0,0,1,0
6994,557,24,4,0.0,1,0,0,20515.72,0,0.16666666666666666,23.208333333333332,1,0,0,1,0
2579,365,30,0,127760.07,1,1,0,81537.85,1,0.0,12.166666666666666,0,1,0,0,1
9403,638,36,6,0.0,1,1,0,164247.51,0,0.16666666666666666,17.72222222222222,1,0,0,1,0
3269,664,33,7,97286.16,2,1,0,143433.33,0,0.21212121212121213,20.12121212121212,0,1,0,0,1
9553,646,38,7,0.0,2,1,0,1528.4,0,0.18421052631578946,17.0,1,0,0,0,1
3838,628,50,4,122227.71,1,0,1,14217.77,1,0.08,12.56,0,1,0,0,1
1867,715,33,3,85227.84,1,1,1,68087.15,0,0.09090909090909091,21.666666666666668,1,0,0,1,0
1454,521,34,7,70731.07,1,1,1,20243.97,1,0.20588235294117646,15.323529411764707,0,0,1,1,0
1786,711,37,2,0.0,2,1,0,83978.86,1,0.05405405405405406,19.216216216216218,0,0,1,0,1
9912,701,34,6,107980.37,1,1,1,119374.74,0,0.17647058823529413,20.61764705882353,0,0,1,1,0
7095,753,38,1,117314.92,1,1,0,122021.33,1,0.02631578947368421,19.81578947368421,0,1,0,1,0
2521,638,25,4,148045.45,2,1,1,114722.42,0,0.16,25.52,0,1,0,0,1
4439,613,21,7,105627.95,1,1,1,36560.51,0,0.3333333333333333,29.19047619047619,1,0,0,1,0
1820,604,23,9,124577.33,1,1,1,7267.25,0,0.391304347826087,26.26086956521739,0,0,1,0,1
5615,520,29,8,95947.76,1,1,0,4696.44,0,0.27586206896551724,17.93103448275862,1,0,0,1,0
2929,744,32,4,96106.83,1,1,1,79812.77,0,0.125,23.25,0,1,0,0,1
51,585,36,5,146050.97,2,0,0,86424.57,0,0.1388888888888889,16.25,0,1,0,0,1
4726,633,50,7,88302.65,1,1,1,195937.16,0,0.14,12.66,0,1,0,0,1
5716,611,37,1,117524.72,2,0,1,161064.29,0,0.02702702702702703,16.513513513513512,0,1,0,0,1
5465,647,41,1,85906.65,3,1,0,189159.97,0,0.024390243902439025,15.78048780487805,0,1,0,1,0
469,753,35,3,0.0,2,1,1,184843.77,0,0.08571428571428572,21.514285714285716,1,0,0,0,1
2629,768,42,3,0.0,1,0,0,161242.99,1,0.07142857142857142,18.285714285714285,0,0,1,1,0
6513,513,41,9,107135.04,2,1,1,160546.58,0,0.21951219512195122,12.512195121951219,0,0,1,1,0
7467,651,37,10,117791.06,2,1,1,75837.58,0,0.2702702702702703,17.594594594594593,0,1,0,1,0
3945,657,40,10,0.0,2,1,1,52990.7,0,0.25,16.425,0,0,1,0,1
6204,498,33,1,198113.86,1,1,0,69664.35,0,0.030303030303030304,15.090909090909092,1,0,0,0,1
4262,515,41,8,0.0,2,1,1,185054.14,0,0.1951219512195122,12.560975609756097,1,0,0,0,1
1858,705,61,4,0.0,2,1,1,191313.7,0,0.06557377049180328,11.557377049180328,1,0,0,0,1
9532,592,29,7,0.0,2,1,1,91196.67,0,0.2413793103448276,20.413793103448278,1,0,0,0,1
865,678,25,10,76968.12,2,0,1,131501.72,0,0.4,27.12,0,1,0,1,0
6390,574,37,7,0.0,2,1,0,32262.28,0,0.1891891891891892,15.513513513513514,0,0,1,1,0
7212,711,25,5,190066.54,1,0,0,51345.39,1,0.2,28.44,1,0,0,1,0
4921,526,33,8,114634.63,2,1,0,110114.38,1,0.24242424242424243,15.93939393939394,0,0,1,1,0
8101,581,43,5,93259.57,3,1,0,141035.65,1,0.11627906976744186,13.511627906976743,0,1,0,1,0
4792,756,19,4,130274.22,1,1,1,133535.29,0,0.21052631578947367,39.78947368421053,0,0,1,0,1
8854,674,39,6,0.0,2,1,1,9574.83,0,0.15384615384615385,17.28205128205128,0,0,1,1,0
6250,608,42,10,163548.07,1,1,0,38866.85,0,0.23809523809523808,14.476190476190476,1,0,0,0,1
5936,588,22,9,67178.19,1,1,1,163534.75,1,0.4090909090909091,26.727272727272727,0,0,1,1,0
425,648,26,9,162923.85,1,1,0,98368.24,0,0.34615384615384615,24.923076923076923,1,0,0,0,1
188,616,30,5,0.0,2,0,1,196108.51,0,0.16666666666666666,20.533333333333335,0,0,1,0,1
5629,578,28,4,0.0,2,0,0,6947.09,0,0.14285714285714285,20.642857142857142,0,0,1,0,1
4359,545,44,2,127536.44,1,1,0,108398.63,0,0.045454545454545456,12.386363636363637,0,1,0,1,0
228,751,50,2,96888.39,1,1,0,77206.25,1,0.04,15.02,0,1,0,0,1
7757,850,40,6,97339.99,1,0,1,88815.25,0,0.15,21.25,1,0,0,0,1
7677,695,36,4,161533.0,1,1,0,100940.91,0,0.1111111111111111,19.305555555555557,1,0,0,0,1
2741,535,38,8,0.0,2,1,0,136620.64,0,0.21052631578947367,14.078947368421053,1,0,0,1,0
1041,722,30,5,0.0,2,1,0,166376.54,0,0.16666666666666666,24.066666666666666,1,0,0,0,1
4075,713,43,5,86394.14,1,1,1,130001.13,0,0.11627906976744186,16.58139534883721,1,0,0,0,1
9140,449,21,7,0.0,2,0,0,175743.92,0,0.3333333333333333,21.38095238095238,1,0,0,1,0
6118,632,49,5,167962.7,1,0,0,140201.21,0,0.10204081632653061,12.89795918367347,1,0,0,1,0
6902,457,44,7,0.0,2,0,0,185992.36,0,0.1590909090909091,10.386363636363637,0,0,1,0,1
471,703,37,1,149762.08,1,1,0,20629.4,1,0.02702702702702703,19.0,1,0,0,0,1
2921,507,46,8,102785.16,1,1,1,70323.68,0,0.17391304347826086,11.021739130434783,0,1,0,1,0
1905,535,20,9,134874.4,1,1,1,118825.56,0,0.45,26.75,0,1,0,0,1
8876,556,46,3,131764.96,1,1,1,108500.66,1,0.06521739130434782,12.08695652173913,0,0,1,0,1
801,671,44,0,84745.03,2,0,1,34673.98,0,0.0,15.25,0,1,0,1,0
1487,710,51,4,93656.95,1,0,1,141400.51,1,0.0784313725490196,13.92156862745098,0,0,1,1,0
8441,624,23,5,0.0,2,0,0,132418.59,0,0.21739130434782608,27.130434782608695,1,0,0,1,0
227,547,39,6,74596.15,3,1,1,85746.52,1,0.15384615384615385,14.025641025641026,0,1,0,1,0
7890,565,49,7,0.0,2,1,1,89609.26,0,0.14285714285714285,11.53061224489796,1,0,0,0,1
1128,675,32,2,155663.31,1,1,0,97658.66,0,0.0625,21.09375,1,0,0,1,0
5070,641,42,6,0.0,2,0,0,121138.77,0,0.14285714285714285,15.261904761904763,1,0,0,1,0
9166,627,35,2,137852.96,1,1,1,172269.21,1,0.05714285714285714,17.914285714285715,0,1,0,1,0
2208,728,46,2,109705.52,1,1,0,20276.87,1,0.043478260869565216,15.826086956521738,1,0,0,1,0
7993,585,33,4,152805.05,1,1,0,63239.65,0,0.12121212121212122,17.727272727272727,1,0,0,1,0
9842,638,30,9,136808.53,2,1,1,106642.97,0,0.3,21.266666666666666,0,0,1,0,1
6559,533,38,4,70362.52,2,1,1,104189.46,0,0.10526315789473684,14.026315789473685,0,1,0,0,1
9921,757,36,1,65349.71,1,0,0,64539.64,0,0.027777777777777776,21.02777777777778,0,1,0,0,1
3153,702,29,6,149218.39,1,1,1,9633.01,0,0.20689655172413793,24.20689655172414,1,0,0,1,0
4441,624,38,3,0.0,2,1,1,163666.85,0,0.07894736842105263,16.42105263157895,1,0,0,1,0
7505,659,27,4,0.0,2,1,0,99341.87,0,0.14814814814814814,24.40740740740741,0,0,1,0,1
8957,585,37,6,152496.82,1,1,1,99907.29,0,0.16216216216216217,15.81081081081081,0,1,0,0,1
6215,553,41,6,144974.55,1,1,1,19344.92,0,0.14634146341463414,13.487804878048781,0,0,1,0,1
9598,508,35,1,86893.28,1,0,0,59374.82,0,0.02857142857142857,14.514285714285714,1,0,0,0,1
2144,634,34,1,0.0,2,1,0,61995.57,0,0.029411764705882353,18.647058823529413,0,0,1,0,1
7411,626,23,6,85897.95,1,1,0,109742.8,0,0.2608695652173913,27.217391304347824,0,1,0,1,0
8929,569,35,4,93934.63,1,1,0,184748.23,0,0.11428571428571428,16.257142857142856,1,0,0,1,0
2374,639,29,4,133434.57,2,1,0,97983.44,0,0.13793103448275862,22.03448275862069,0,0,1,0,1
2577,616,29,8,149318.55,1,1,0,140746.13,0,0.27586206896551724,21.24137931034483,0,1,0,0,1
1632,617,30,3,132005.77,1,1,0,142940.39,0,0.1,20.566666666666666,1,0,0,0,1
4832,617,79,7,0.0,1,1,1,160589.18,0,0.08860759493670886,7.810126582278481,1,0,0,1,0
2298,607,61,2,164523.5,2,1,1,35786.76,0,0.03278688524590164,9.950819672131148,0,1,0,0,1
5033,536,61,8,65190.29,1,1,1,64308.49,1,0.13114754098360656,8.78688524590164,1,0,0,1,0
156,758,33,7,0.0,2,0,0,82996.47,0,0.21212121212121213,22.96969696969697,1,0,0,1,0
8046,811,47,3,123365.34,2,0,0,171995.34,0,0.06382978723404255,17.25531914893617,1,0,0,1,0
6706,662,64,0,98848.19,1,0,1,42730.12,0,0.0,10.34375,1,0,0,0,1
3349,665,45,5,155447.65,2,1,0,51871.95,1,0.1111111111111111,14.777777777777779,0,1,0,1,0
2879,750,52,6,107467.56,1,1,0,126233.18,1,0.11538461538461539,14.423076923076923,0,1,0,1,0
3413,605,39,3,0.0,2,1,0,199390.45,0,0.07692307692307693,15.512820512820513,1,0,0,0,1
7768,601,20,9,122446.61,2,1,0,86791.9,0,0.45,30.05,0,0,1,1,0
4189,598,32,4,111156.52,1,1,1,167376.26,0,0.125,18.6875,1,0,0,1,0
9610,455,40,1,0.0,3,0,1,129975.34,0,0.025,11.375,1,0,0,0,1
9734,667,70,3,77356.92,2,1,1,20881.96,0,0.04285714285714286,9.528571428571428,0,1,0,0,1
7251,724,31,9,138166.3,1,1,0,12920.43,0,0.2903225806451613,23.35483870967742,0,1,0,0,1
7613,634,37,7,51582.5,2,1,1,184312.88,0,0.1891891891891892,17.135135135135137,1,0,0,1,0
6919,782,33,7,191523.09,1,1,1,167058.75,0,0.21212121212121213,23.696969696969695,1,0,0,0,1
9681,651,63,8,129968.67,1,1,1,11830.53,0,0.12698412698412698,10.333333333333334,0,0,1,1,0
9671,649,78,4,68345.86,2,1,1,142566.75,0,0.05128205128205128,8.320512820512821,0,1,0,0,1
4794,705,39,5,149379.66,2,1,0,96075.55,0,0.1282051282051282,18.076923076923077,1,0,0,1,0
5654,677,43,3,133214.88,2,1,1,95936.84,0,0.06976744186046512,15.744186046511627,0,0,1,1,0
2495,466,56,2,111920.13,3,1,0,197634.11,1,0.03571428571428571,8.321428571428571,0,1,0,1,0
7304,679,58,8,125850.53,2,1,1,87008.17,0,0.13793103448275862,11.706896551724139,0,1,0,0,1
2372,737,43,1,125537.38,1,1,0,138510.01,1,0.023255813953488372,17.13953488372093,0,1,0,1,0
4091,599,39,2,188976.89,2,0,1,176142.09,0,0.05128205128205128,15.35897435897436,0,1,0,0,1
9471,523,22,8,123374.46,1,1,1,124906.59,0,0.36363636363636365,23.772727272727273,1,0,0,0,1
3461,781,35,4,80790.74,1,1,0,116429.51,0,0.11428571428571428,22.314285714285713,0,0,1,0,1
7006,544,33,6,0.0,2,1,1,124113.04,0,0.18181818181818182,16.484848484848484,1,0,0,1,0
5391,639,27,8,133806.54,2,1,0,6251.3,0,0.2962962962962963,23.666666666666668,0,0,1,1,0
7172,602,33,8,0.0,2,1,1,112928.74,0,0.24242424242424243,18.242424242424242,1,0,0,1,0
5696,617,41,7,0.0,2,0,1,14496.67,0,0.17073170731707318,15.048780487804878,1,0,0,0,1
5664,667,71,4,137260.78,1,0,1,94433.08,1,0.056338028169014086,9.394366197183098,0,0,1,0,1
4503,656,33,7,138705.02,2,1,0,37136.15,0,0.21212121212121213,19.87878787878788,1,0,0,0,1
2550,850,42,0,0.0,2,1,0,44165.84,0,0.0,20.238095238095237,1,0,0,0,1
4715,800,38,1,0.0,2,1,0,51553.43,0,0.02631578947368421,21.05263157894737,0,0,1,0,1
847,468,42,5,0.0,2,1,0,125305.34,0,0.11904761904761904,11.142857142857142,1,0,0,1,0
3344,565,33,8,130368.31,2,1,0,105642.43,0,0.24242424242424243,17.12121212121212,0,1,0,0,1
938,577,37,4,0.0,1,1,1,79881.39,0,0.10810810810810811,15.594594594594595,1,0,0,1,0
4825,622,31,5,106260.67,1,1,1,2578.43,0,0.16129032258064516,20.06451612903226,1,0,0,0,1
9693,617,51,10,167273.71,1,0,0,93439.75,1,0.19607843137254902,12.098039215686274,0,1,0,1,0
