,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,TenureByAge,CreditScoreByAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
8074,817,27,7,129810.6,1,1,1,59259.44,0,0.25925925925925924,30.25925925925926,0,1,0,1,0
4942,592,36,1,126477.42,1,0,0,179718.17,0,0.027777777777777776,16.444444444444443,1,0,0,0,1
3662,632,28,5,118890.81,1,0,1,145157.97,0,0.17857142857142858,22.571428571428573,1,0,0,1,0
1562,694,31,6,109052.59,2,1,1,19448.93,1,0.1935483870967742,22.387096774193548,0,1,0,0,1
4112,700,30,9,0.0,1,1,1,174971.64,0,0.3,23.333333333333332,1,0,0,1,0
9049,629,33,6,0.0,2,1,1,59129.72,0,0.18181818181818182,19.060606060606062,1,0,0,1,0
9275,427,42,1,75681.52,1,1,1,57098.0,0,0.023809523809523808,10.166666666666666,0,1,0,0,1
8537,801,46,6,0.0,2,1,1,170008.74,0,0.13043478260869565,17.41304347826087,0,0,1,1,0
794,654,29,1,0.0,1,1,0,180345.44,0,0.034482758620689655,22.551724137931036,1,0,0,0,1
5853,596,40,5,62389.03,3,1,0,148623.43,1,0.125,14.9,0,1,0,0,1
7618,578,40,7,0.0,2,0,0,102233.73,0,0.175,14.45,1,0,0,1,0
1593,591,36,7,135216.8,1,1,1,122022.89,0,0.19444444444444445,16.416666666666668,0,0,1,0,1
7417,730,37,5,124053.03,1,1,0,118591.67,0,0.13513513513513514,19.72972972972973,0,1,0,1,0
5266,811,31,7,117799.28,1,1,1,182372.35,0,0.22580645161290322,26.161290322580644,1,0,0,0,1
7146,749,41,5,57568.94,1,1,1,61128.29,0,0.12195121951219512,18.26829268292683,1,0,0,0,1
88,646,46,4,0.0,3,1,0,93251.42,1,0.08695652173913043,14.043478260869565,1,0,0,1,0
8694,671,48,9,116711.06,2,0,0,76373.38,0,0.1875,13.979166666666666,0,1,0,1,0
9731,607,29,7,102609.0,1,1,0,163257.44,0,0.2413793103448276,20.93103448275862,0,1,0,0,1
9445,689,28,5,95328.6,1,1,0,6129.61,1,0.17857142857142858,24.607142857142858,0,0,1,1,0
6753,661,38,7,143006.7,1,1,1,15650.89,0,0.18421052631578946,17.394736842105264,0,0,1,0,1
3501,646,30,10,100548.67,2,0,0,136983.77,0,0.3333333333333333,21.533333333333335,0,1,0,1,0
2233,565,38,0,122447.76,1,0,0,67339.34,0,0.0,14.868421052631579,0,0,1,0,1
2802,774,53,4,113709.28,1,1,1,153887.93,1,0.07547169811320754,14.60377358490566,1,0,0,0,1
4423,785,40,3,0.0,2,1,1,96832.82,0,0.075,19.625,1,0,0,1,0
5662,703,40,7,0.0,2,0,1,122518.5,0,0.175,17.575,1,0,0,1,0
7169,490,34,5,122952.9,2,0,0,154360.97,0,0.14705882352941177,14.411764705882353,1,0,0,0,1
8336,786,33,0,122325.58,1,0,0,34712.34,1,0.0,23.818181818181817,0,1,0,1,0
2147,665,33,2,101286.11,1,1,1,159840.51,0,0.06060606060606061,20.151515151515152,1,0,0,0,1
7968,592,45,8,84692.5,1,0,1,67214.02,0,0.17777777777777778,13.155555555555555,0,0,1,0,1
6550,637,39,3,109698.41,1,1,1,88391.29,1,0.07692307692307693,16.333333333333332,0,1,0,1,0
7642,811,40,1,101514.89,1,1,1,121765.0,0,0.025,20.275,1,0,0,0,1
6163,488,28,7,139246.22,2,1,0,106799.49,0,0.25,17.428571428571427,0,1,0,1,0
1494,449,52,6,0.0,2,0,1,123622.0,0,0.11538461538461539,8.634615384615385,1,0,0,0,1
7695,723,47,10,90450.0,2,0,0,103379.31,1,0.2127659574468085,15.382978723404255,0,1,0,1,0
7093,606,41,4,132670.53,1,1,0,156476.36,1,0.0975609756097561,14.78048780487805,0,1,0,1,0
1408,707,32,9,0.0,2,0,0,30807.02,0,0.28125,22.09375,1,0,0,0,1
6690,573,30,8,127406.5,1,1,0,192950.6,0,0.26666666666666666,19.1,0,1,0,0,1
3400,676,31,3,78990.15,1,1,1,124777.14,0,0.0967741935483871,21.806451612903224,1,0,0,0,1
108,605,33,5,150092.8,1,0,0,71862.79,0,0.15151515151515152,18.333333333333332,0,0,1,0,1
5635,568,27,1,116320.68,1,0,1,45563.94,0,0.037037037037037035,21.037037037037038,0,0,1,1,0
8481,729,38,10,0.0,2,1,0,189727.12,0,0.2631578947368421,19.18421052631579,0,0,1,1,0
6603,554,35,10,74988.59,2,0,1,190155.13,0,0.2857142857142857,15.82857142857143,1,0,0,1,0
1090,539,34,4,91622.42,1,1,1,136603.42,0,0.11764705882352941,15.852941176470589,0,1,0,1,0
5559,850,36,5,119984.07,1,1,0,191535.11,1,0.1388888888888889,23.61111111111111,0,1,0,0,1
9411,689,40,4,78119.59,4,1,0,119259.34,1,0.1,17.225,0,1,0,1,0
8142,615,41,4,130385.82,1,0,1,130661.95,0,0.0975609756097561,15.0,1,0,0,0,1
8663,539,39,1,0.0,1,1,1,28184.7,0,0.02564102564102564,13.820512820512821,1,0,0,0,1
6595,601,24,7,0.0,2,0,0,144660.42,0,0.2916666666666667,25.041666666666668,0,0,1,0,1
623,678,36,3,145747.67,2,0,1,89566.74,0,0.08333333333333333,18.833333333333332,0,1,0,0,1
6870,850,36,0,136980.23,2,1,1,99019.65,0,0.0,23.61111111111111,0,1,0,1,0
4813,517,39,3,0.0,2,0,1,12465.51,0,0.07692307692307693,13.256410256410257,0,0,1,0,1
6552,793,34,5,127758.09,1,1,0,143357.03,0,0.14705882352941177,23.323529411764707,0,1,0,1,0
7529,579,33,1,118392.75,1,1,1,157564.75,0,0.030303030303030304,17.545454545454547,1,0,0,1,0
5795,709,39,8,0.0,2,1,0,56214.09,0,0.20512820512820512,18.17948717948718,1,0,0,0,1
7436,646,57,6,90212.0,1,1,0,13911.27,1,0.10526315789473684,11.333333333333334,0,1,0,1,0
4217,587,35,5,121863.61,1,1,1,23481.69,1,0.14285714285714285,16.771428571428572,0,1,0,0,1
5940,849,41,6,0.0,2,1,1,169203.51,1,0.14634146341463414,20.70731707317073,1,0,0,1,0
8500,660,37,2,97324.91,1,1,0,23291.83,0,0.05405405405405406,17.83783783783784,1,0,0,0,1
6428,627,39,5,124586.93,1,1,0,93132.61,1,0.1282051282051282,16.076923076923077,0,1,0,1,0
6826,547,51,1,0.0,2,1,1,56908.41,0,0.0196078431372549,10.72549019607843,1,0,0,1,0
4130,554,39,2,129709.62,1,1,0,173197.12,0,0.05128205128205128,14.205128205128204,1,0,0,0,1
7801,678,54,7,128914.97,1,0,0,191746.23,1,0.12962962962962962,12.555555555555555,1,0,0,0,1
7753,605,28,10,113690.83,1,1,0,33114.24,0,0.35714285714285715,21.607142857142858,0,1,0,0,1
4721,757,44,4,123322.15,1,1,0,137136.29,0,0.09090909090909091,17.204545454545453,1,0,0,1,0
1650,625,34,6,0.0,2,0,0,197283.2,0,0.17647058823529413,18.38235294117647,1,0,0,0,1
4140,841,33,7,154969.79,2,1,1,99505.75,0,0.21212121212121213,25.484848484848484,0,1,0,1,0
1617,557,40,4,0.0,2,0,1,105433.53,0,0.1,13.925,0,0,1,1,0
2029,520,33,4,156297.58,2,1,1,166102.61,0,0.12121212121212122,15.757575757575758,1,0,0,0,1
8517,688,20,8,137624.4,2,1,1,197582.79,0,0.4,34.4,1,0,0,0,1
4575,833,29,1,96462.25,2,0,1,48986.18,0,0.034482758620689655,28.724137931034484,0,1,0,0,1
3992,730,38,0,38848.19,2,0,0,94003.11,0,0.0,19.210526315789473,0,1,0,0,1
7376,704,23,6,166594.78,1,1,1,155823.2,0,0.2608695652173913,30.608695652173914,1,0,0,0,1
6149,643,34,6,0.0,2,1,1,116046.22,0,0.17647058823529413,18.91176470588235,0,0,1,0,1
4908,540,48,2,109349.29,1,1,0,88703.04,1,0.041666666666666664,11.25,1,0,0,0,1
5026,626,44,10,0.0,2,0,0,164287.86,0,0.22727272727272727,14.227272727272727,1,0,0,0,1
8260,640,30,5,32197.64,1,0,1,141446.01,0,0.16666666666666666,21.333333333333332,0,1,0,1,0
4731,705,35,3,0.0,2,0,1,66331.01,0,0.08571428571428572,20.142857142857142,1,0,0,1,0
7548,584,62,9,137727.34,2,0,1,121102.9,0,0.14516129032258066,9.419354838709678,0,1,0,1,0
8134,577,41,6,0.0,1,1,1,167621.18,0,0.14634146341463414,14.073170731707316,1,0,0,0,1
1606,566,40,2,97001.36,2,1,0,154486.01,0,0.05,14.15,0,1,0,1,0
4773,646,35,1,121952.75,2,1,1,142839.82,0,0.02857142857142857,18.457142857142856,0,1,0,1,0
8109,661,34,0,0.0,2,1,0,185555.63,0,0.0,19.441176470588236,1,0,0,1,0
6951,658,42,8,102870.93,1,0,1,103764.55,1,0.19047619047619047,15.666666666666666,1,0,0,0,1
6004,521,22,10,0.0,1,1,1,101311.95,0,0.45454545454545453,23.681818181818183,0,0,1,1,0
7728,616,31,8,0.0,1,0,1,76456.17,0,0.25806451612903225,19.870967741935484,1,0,0,1,0
3541,838,67,4,103267.8,1,1,1,78310.04,0,0.05970149253731343,12.507462686567164,0,0,1,1,0
388,709,45,2,0.0,2,0,1,162922.65,0,0.044444444444444446,15.755555555555556,0,0,1,1,0
1794,823,38,1,0.0,2,1,0,156603.7,0,0.02631578947368421,21.657894736842106,1,0,0,0,1
8731,727,41,10,0.0,2,0,1,47468.56,0,0.24390243902439024,17.73170731707317,0,0,1,1,0
4919,682,50,10,128039.01,1,1,1,102260.16,0,0.2,13.64,0,0,1,1,0
5537,527,41,10,136733.24,1,1,1,57589.29,0,0.24390243902439024,12.853658536585366,0,1,0,1,0
3872,605,39,6,111169.91,1,0,0,9641.4,0,0.15384615384615385,15.512820512820513,1,0,0,0,1
8868,649,38,8,0.0,1,1,0,103760.53,0,0.21052631578947367,17.07894736842105,0,0,1,1,0
2254,679,36,6,147733.64,1,0,1,172501.38,0,0.16666666666666666,18.86111111111111,1,0,0,0,1
3412,582,26,6,114450.32,1,1,1,14081.64,0,0.23076923076923078,22.384615384615383,0,1,0,0,1
5459,530,36,7,0.0,2,1,0,80619.09,0,0.19444444444444445,14.722222222222221,0,0,1,1,0
4955,775,33,3,83501.66,2,1,0,128841.31,0,0.09090909090909091,23.484848484848484,0,1,0,0,1
7396,603,56,5,90778.76,2,1,0,162223.67,1,0.08928571428571429,10.767857142857142,0,0,1,1,0
5414,495,40,1,140197.71,2,1,0,150720.39,0,0.025,12.375,1,0,0,1,0
7399,668,37,7,128645.67,1,1,0,92149.64,0,0.1891891891891892,18.054054054054053,1,0,0,1,0
7414,737,45,2,99169.67,2,1,1,78650.95,0,0.044444444444444446,16.377777777777776,0,1,0,1,0
9100,659,35,6,0.0,2,1,1,58879.11,0,0.17142857142857143,18.82857142857143,1,0,0,0,1
4851,530,48,0,0.0,1,1,0,85081.09,0,0.0,11.041666666666666,1,0,0,1,0
2025,634,45,9,0.0,2,0,0,17622.82,0,0.2,14.088888888888889,1,0,0,0,1
2615,486,63,9,97009.15,1,1,1,85101.0,0,0.14285714285714285,7.714285714285714,1,0,0,0,1
7388,836,29,9,133681.78,1,1,1,153747.73,0,0.3103448275862069,28.82758620689655,1,0,0,1,0
2926,510,63,8,0.0,2,1,1,115291.86,0,0.12698412698412698,8.095238095238095,1,0,0,0,1
1121,809,24,4,0.0,2,1,0,193518.76,0,0.16666666666666666,33.708333333333336,1,0,0,1,0
2910,596,33,2,139451.67,1,0,0,63142.12,0,0.06060606060606061,18.060606060606062,1,0,0,0,1
8146,717,48,7,123764.95,1,1,1,169952.82,0,0.14583333333333334,14.9375,1,0,0,0,1
7383,737,39,7,130051.66,2,0,0,55356.39,1,0.1794871794871795,18.897435897435898,0,0,1,1,0
3482,543,37,3,0.0,2,1,1,78915.68,0,0.08108108108108109,14.675675675675675,0,0,1,0,1
795,761,36,8,108239.11,2,0,0,99444.02,0,0.2222222222222222,21.13888888888889,0,1,0,0,1
1575,545,23,2,0.0,2,1,0,189613.12,0,0.08695652173913043,23.695652173913043,1,0,0,0,1
6176,608,38,8,103653.51,2,1,1,137079.86,0,0.21052631578947367,16.0,0,1,0,1,0
6266,537,33,7,136082.0,1,1,0,62746.54,0,0.21212121212121213,16.272727272727273,0,0,1,1,0
2458,513,88,10,0.0,2,1,1,52952.24,0,0.11363636363636363,5.829545454545454,0,0,1,0,1
3312,664,31,7,104158.84,1,1,0,134169.85,0,0.22580645161290322,21.419354838709676,1,0,0,1,0
1253,499,55,4,126817.65,2,1,0,123269.71,0,0.07272727272727272,9.072727272727272,0,1,0,1,0
6834,703,50,8,160139.59,2,1,1,79314.1,0,0.16,14.06,1,0,0,0,1
8794,706,29,1,209490.21,1,1,1,133267.69,1,0.034482758620689655,24.344827586206897,0,0,1,1,0
3837,598,23,6,0.0,2,1,0,153229.19,0,0.2608695652173913,26.0,0,0,1,1,0
4398,743,39,8,0.0,1,1,0,94263.44,0,0.20512820512820512,19.05128205128205,1,0,0,1,0
3595,722,32,5,106807.64,1,1,1,76998.69,0,0.15625,22.5625,0,1,0,1,0
6621,646,50,0,104129.24,2,1,0,181794.86,1,0.0,12.92,1,0,0,0,1
8382,599,25,3,0.0,2,1,1,120790.02,0,0.12,23.96,0,0,1,0,1
2124,704,32,7,127785.17,4,0,0,184464.7,1,0.21875,22.0,1,0,0,0,1
3238,675,54,6,0.0,1,1,0,110273.84,1,0.1111111111111111,12.5,1,0,0,0,1
5403,590,22,7,125265.61,1,1,1,161253.08,0,0.3181818181818182,26.818181818181817,0,0,1,0,1
5998,644,28,0,0.0,2,1,0,119419.37,0,0.0,23.0,0,0,1,0,1
5938,850,38,7,115378.94,1,0,1,162087.82,0,0.18421052631578946,22.36842105263158,0,0,1,0,1
2045,668,31,9,0.0,2,0,0,41291.73,0,0.2903225806451613,21.548387096774192,1,0,0,1,0
1578,715,28,7,160376.61,1,0,0,196853.11,0,0.25,25.535714285714285,1,0,0,0,1
14,635,35,7,0.0,2,1,1,65951.65,0,0.2,18.142857142857142,0,0,1,1,0
2673,601,50,2,115625.07,1,1,0,185855.21,0,0.04,12.02,1,0,0,0,1
7016,741,50,1,78737.61,1,1,1,13018.96,0,0.02,14.82,0,0,1,0,1
8720,711,28,8,0.0,2,0,0,105159.89,0,0.2857142857142857,25.392857142857142,1,0,0,1,0
8849,664,38,4,74306.19,2,1,0,154395.56,0,0.10526315789473684,17.473684210526315,1,0,0,1,0
4812,672,31,6,91125.75,1,1,0,177295.92,0,0.1935483870967742,21.677419354838708,1,0,0,0,1
1084,796,24,8,0.0,2,1,0,61349.37,0,0.3333333333333333,33.166666666666664,1,0,0,0,1
4983,543,30,4,140916.81,1,1,0,157711.18,0,0.13333333333333333,18.1,1,0,0,0,1
7155,515,45,7,120961.5,3,1,1,39288.11,1,0.15555555555555556,11.444444444444445,0,1,0,0,1
2884,620,29,3,0.0,2,0,1,153392.28,0,0.10344827586206896,21.379310344827587,1,0,0,1,0
333,584,30,8,112013.81,1,1,0,177772.03,1,0.26666666666666666,19.466666666666665,0,1,0,1,0
7204,686,39,10,136258.06,1,0,0,89199.51,0,0.2564102564102564,17.58974358974359,0,0,1,0,1
4367,573,50,0,159304.07,1,0,1,155915.24,1,0.0,11.46,0,0,1,0,1
3079,757,34,1,129398.01,2,0,0,44965.44,0,0.029411764705882353,22.264705882352942,0,1,0,1,0
7203,657,33,1,84309.57,2,0,0,103914.4,0,0.030303030303030304,19.90909090909091,1,0,0,0,1
9909,739,58,2,101579.28,1,1,1,72168.53,0,0.034482758620689655,12.741379310344827,1,0,0,0,1
8864,832,29,5,0.0,2,1,0,178779.52,0,0.1724137931034483,28.689655172413794,1,0,0,1,0
263,682,26,0,110654.02,1,0,1,111879.21,0,0.0,26.23076923076923,1,0,0,1,0
4337,850,38,5,0.0,2,1,0,16491.64,0,0.13157894736842105,22.36842105263158,1,0,0,0,1
8895,699,40,8,122038.34,1,1,0,102085.35,0,0.2,17.475,1,0,0,1,0
8447,765,33,5,84557.82,1,1,1,69039.43,0,0.15151515151515152,23.181818181818183,0,0,1,1,0
5903,570,29,4,153040.03,1,1,1,131363.57,1,0.13793103448275862,19.655172413793103,1,0,0,1,0
1498,595,25,7,106570.34,2,0,1,177025.79,0,0.28,23.8,0,1,0,1,0
4190,850,31,3,121237.65,1,1,1,31022.56,0,0.0967741935483871,27.419354838709676,0,0,1,1,0
7485,561,32,5,0.0,2,1,0,84871.99,0,0.15625,17.53125,1,0,0,0,1
9643,521,41,2,0.0,2,1,1,113089.43,0,0.04878048780487805,12.707317073170731,1,0,0,1,0
8310,702,43,6,116121.67,1,1,0,61602.42,0,0.13953488372093023,16.325581395348838,0,0,1,0,1
7590,619,42,8,132796.04,3,1,1,191821.35,1,0.19047619047619047,14.738095238095237,0,1,0,1,0
500,555,32,4,0.0,2,1,1,54405.79,0,0.125,17.34375,0,0,1,0,1
9155,579,39,2,151963.26,2,1,0,158948.63,0,0.05128205128205128,14.846153846153847,0,0,1,1,0
9414,544,53,9,0.0,1,1,0,125692.07,1,0.16981132075471697,10.264150943396226,0,0,1,1,0
3095,792,19,7,143390.51,1,1,0,33282.84,0,0.3684210526315789,41.68421052631579,1,0,0,0,1
4631,659,30,8,154159.51,1,1,0,40441.1,0,0.26666666666666666,21.966666666666665,0,1,0,1,0
367,460,35,8,102742.91,2,1,1,189339.6,0,0.22857142857142856,13.142857142857142,0,1,0,1,0
4058,557,39,8,146200.01,1,1,0,177944.64,0,0.20512820512820512,14.282051282051283,1,0,0,0,1
8174,564,31,0,125175.58,1,1,1,72757.33,0,0.0,18.193548387096776,0,0,1,0,1
4630,489,38,2,126444.08,2,1,1,82662.73,0,0.05263157894736842,12.868421052631579,0,1,0,0,1
6070,629,35,4,174588.8,2,0,1,158420.14,0,0.11428571428571428,17.97142857142857,0,0,1,0,1
2664,586,29,3,0.0,2,1,1,142238.54,0,0.10344827586206896,20.20689655172414,1,0,0,0,1
1026,628,33,6,0.0,2,0,0,184230.23,0,0.18181818181818182,19.03030303030303,1,0,0,0,1
5908,749,46,9,66582.81,1,1,0,78753.12,1,0.1956521739130435,16.282608695652176,0,0,1,1,0
5050,703,32,1,125685.79,1,1,1,56246.72,0,0.03125,21.96875,1,0,0,0,1
6328,790,41,7,109508.68,1,0,0,86776.38,0,0.17073170731707318,19.26829268292683,0,0,1,1,0
9733,733,64,3,0.0,2,1,1,75272.63,0,0.046875,11.453125,1,0,0,0,1
1691,591,31,8,0.0,1,1,1,141677.33,0,0.25806451612903225,19.06451612903226,0,0,1,0,1
673,640,32,6,118879.35,2,1,1,19131.71,0,0.1875,20.0,0,0,1,1,0
5572,565,34,6,0.0,1,1,1,63173.64,0,0.17647058823529413,16.61764705882353,1,0,0,0,1
5766,556,40,5,125909.85,1,1,1,95124.4,0,0.125,13.9,1,0,0,0,1
5156,555,33,5,127343.4,1,0,1,121789.3,0,0.15151515151515152,16.818181818181817,0,0,1,0,1
733,738,43,9,121152.05,2,1,0,64166.7,1,0.20930232558139536,17.162790697674417,0,1,0,0,1
3526,799,30,9,0.0,2,1,0,136827.96,0,0.3,26.633333333333333,1,0,0,1,0
568,737,31,5,121192.22,2,1,1,74890.58,0,0.16129032258064516,23.774193548387096,0,1,0,0,1
9187,601,38,4,60013.81,1,1,1,38020.05,0,0.10526315789473684,15.81578947368421,1,0,0,0,1
2922,685,34,6,83264.28,1,0,0,9663.28,0,0.17647058823529413,20.147058823529413,0,0,1,0,1
7911,558,26,1,148853.29,2,1,1,24411.02,0,0.038461538461538464,21.46153846153846,0,1,0,0,1
1558,571,35,1,104783.81,2,0,1,178512.52,0,0.02857142857142857,16.314285714285713,1,0,0,1,0
101,623,44,6,0.0,2,0,0,167162.43,0,0.13636363636363635,14.159090909090908,1,0,0,1,0
3007,602,33,5,164704.38,1,0,1,180716.1,1,0.15151515151515152,18.242424242424242,1,0,0,0,1
7201,689,30,5,136650.89,1,1,1,41865.72,1,0.16666666666666666,22.966666666666665,0,1,0,1,0
303,712,33,6,0.0,2,1,1,190686.16,0,0.18181818181818182,21.575757575757574,1,0,0,1,0
76,664,55,8,0.0,2,1,1,139161.64,0,0.14545454545454545,12.072727272727272,1,0,0,0,1
6754,627,28,3,157597.61,1,0,1,34097.22,0,0.10714285714285714,22.392857142857142,0,0,1,1,0
8629,651,23,4,115636.05,2,1,0,70400.86,0,0.17391304347826086,28.304347826086957,0,0,1,0,1
1208,697,47,6,128252.66,1,1,1,168053.4,0,0.1276595744680851,14.829787234042554,1,0,0,1,0
7742,579,22,3,118680.57,1,1,1,49829.8,0,0.13636363636363635,26.318181818181817,0,0,1,0,1
8214,836,32,4,109196.67,2,1,0,55218.02,0,0.125,26.125,0,1,0,1,0
8944,551,49,1,150777.72,2,1,1,135757.27,0,0.02040816326530612,11.244897959183673,0,0,1,0,1
8413,749,36,7,0.0,2,0,0,80134.65,0,0.19444444444444445,20.805555555555557,0,0,1,0,1
1775,549,38,8,107283.4,1,0,0,157442.75,0,0.21052631578947367,14.447368421052632,1,0,0,1,0
3473,682,42,0,0.0,1,0,1,91981.85,1,0.0,16.238095238095237,1,0,0,1,0
483,486,37,9,115217.99,2,1,0,144995.33,0,0.24324324324324326,13.135135135135135,0,1,0,0,1
2189,480,35,2,165692.91,1,1,1,197984.58,0,0.05714285714285714,13.714285714285714,1,0,0,0,1
346,630,34,9,106937.05,2,1,0,138275.01,0,0.2647058823529412,18.529411764705884,0,1,0,1,0
5481,577,44,1,152086.15,1,0,1,44719.5,1,0.022727272727272728,13.113636363636363,0,1,0,1,0
8361,690,35,9,107944.33,2,0,0,48478.47,0,0.2571428571428571,19.714285714285715,1,0,0,1,0
1472,726,26,1,80780.16,1,1,1,19225.85,0,0.038461538461538464,27.923076923076923,0,0,1,1,0
5100,572,26,5,0.0,2,1,0,119381.41,0,0.19230769230769232,22.0,0,0,1,1,0
6765,461,40,7,0.0,2,1,0,176547.8,0,0.175,11.525,1,0,0,1,0
8706,850,55,7,0.0,1,0,0,171762.87,1,0.12727272727272726,15.454545454545455,0,0,1,1,0
4929,561,34,1,78829.53,1,1,1,12148.2,0,0.029411764705882353,16.5,1,0,0,0,1
6329,727,34,2,146407.11,1,1,1,72073.72,0,0.058823529411764705,21.38235294117647,0,1,0,0,1
2609,682,46,2,0.0,1,1,1,114442.66,0,0.043478260869565216,14.826086956521738,1,0,0,1,0
3,699,39,1,0.0,2,0,0,93826.63,0,0.02564102564102564,17.923076923076923,1,0,0,1,0
2213,498,41,4,87541.06,2,1,1,12577.21,1,0.0975609756097561,12.146341463414634,0,1,0,1,0
4827,636,52,4,111284.53,1,0,1,32936.44,1,0.07692307692307693,12.23076923076923,0,0,1,0,1
856,567,49,5,134956.02,1,1,0,93953.84,1,0.10204081632653061,11.571428571428571,0,1,0,1,0
6977,587,42,5,120233.83,1,1,0,194890.33,0,0.11904761904761904,13.976190476190476,0,0,1,0,1
5885,602,29,3,88814.4,2,1,1,62487.97,0,0.10344827586206896,20.75862068965517,1,0,0,1,0
624,477,48,2,129120.64,1,0,1,26475.79,0,0.041666666666666664,9.9375,0,0,1,1,0
290,703,42,9,63227.0,1,0,1,137316.32,0,0.21428571428571427,16.738095238095237,0,1,0,0,1
2018,691,27,3,160358.68,2,1,0,142367.72,0,0.1111111111111111,25.59259259259259,0,1,0,0,1
668,695,46,3,122549.64,1,1,1,56297.85,0,0.06521739130434782,15.108695652173912,0,0,1,0,1
8921,472,37,1,0.0,2,1,1,48357.9,0,0.02702702702702703,12.756756756756756,1,0,0,1,0
8264,742,33,6,0.0,2,0,0,38550.4,0,0.18181818181818182,22.484848484848484,1,0,0,0,1
9696,550,32,8,97514.07,1,1,1,199138.84,0,0.25,17.1875,1,0,0,0,1
1631,350,54,1,152677.48,1,1,1,191973.49,1,0.018518518518518517,6.481481481481482,0,0,1,0,1
5170,814,31,4,0.0,2,1,1,142029.17,0,0.12903225806451613,26.258064516129032,1,0,0,1,0
7205,683,29,9,0.0,2,1,1,48849.89,0,0.3103448275862069,23.551724137931036,1,0,0,1,0
2522,558,35,1,0.0,2,0,0,111687.57,0,0.02857142857142857,15.942857142857143,1,0,0,0,1
2215,493,36,9,0.0,2,1,1,65816.53,0,0.25,13.694444444444445,1,0,0,0,1
6968,510,50,7,123936.54,1,1,1,23768.01,0,0.14,10.2,0,1,0,1,0
6496,595,44,4,96553.52,2,1,0,143952.24,1,0.09090909090909091,13.522727272727273,0,1,0,1,0
6213,590,36,6,92340.69,2,1,1,174667.58,0,0.16666666666666666,16.38888888888889,0,1,0,0,1
7032,615,41,4,0.0,1,0,1,149278.96,0,0.0975609756097561,15.0,0,0,1,0,1
7420,753,38,9,151766.71,1,1,1,180829.99,0,0.23684210526315788,19.81578947368421,0,1,0,1,0
1107,420,34,1,135549.9,1,0,0,149471.13,1,0.029411764705882353,12.352941176470589,0,1,0,1,0
450,494,38,7,174937.64,1,1,0,40084.32,0,0.18421052631578946,13.0,0,1,0,1,0
6289,633,63,4,114552.6,1,1,0,73856.28,1,0.06349206349206349,10.047619047619047,0,0,1,0,1
9966,479,35,4,125920.98,1,1,1,20393.44,0,0.11428571428571428,13.685714285714285,0,0,1,0,1
135,589,50,5,144895.05,2,1,1,34941.23,0,0.1,11.78,0,1,0,1,0
1785,713,40,3,114446.84,2,1,1,87308.18,0,0.075,17.825,0,1,0,0,1
3404,573,23,2,0.0,1,1,0,122964.18,0,0.08695652173913043,24.91304347826087,1,0,0,1,0
2906,802,41,6,0.0,2,1,0,47322.05,0,0.14634146341463414,19.5609756097561,0,0,1,0,1
8304,675,69,1,0.0,2,1,0,157097.09,0,0.014492753623188406,9.782608695652174,1,0,0,0,1
7492,682,28,10,200724.96,1,0,1,82872.64,1,0.35714285714285715,24.357142857142858,1,0,0,0,1
6100,796,30,2,137262.71,2,1,0,62905.29,0,0.06666666666666667,26.533333333333335,1,0,0,0,1
4504,761,37,7,132730.17,1,1,0,199293.01,0,0.1891891891891892,20.56756756756757,0,0,1,0,1
5053,636,28,2,115265.14,1,0,0,191627.85,0,0.07142857142857142,22.714285714285715,0,1,0,1,0
5205,756,28,8,179960.2,1,1,0,89938.08,0,0.2857142857142857,27.0,1,0,0,0,1
4080,808,37,2,100431.84,1,1,0,35140.49,1,0.05405405405405406,21.83783783783784,0,1,0,1,0
6918,597,24,0,108058.07,2,1,1,187826.11,0,0.0,24.875,0,0,1,0,1
6802,662,32,9,0.0,2,0,0,65089.38,0,0.28125,20.6875,1,0,0,0,1
5206,493,38,3,134006.77,1,1,0,89578.32,0,0.07894736842105263,12.973684210526315,1,0,0,0,1
532,729,32,6,93694.42,1,1,1,79919.13,0,0.1875,22.78125,1,0,0,0,1
4830,660,30,4,0.0,2,1,0,129149.06,0,0.13333333333333333,22.0,0,0,1,0,1
4038,469,31,6,0.0,1,1,0,146213.75,1,0.1935483870967742,15.129032258064516,0,0,1,1,0
4084,693,39,4,0.0,2,0,1,142331.39,0,0.10256410256410256,17.76923076923077,1,0,0,1,0
3204,547,50,3,81290.02,3,0,1,177747.03,1,0.06,10.94,0,1,0,0,1
7110,679,28,9,0.0,2,0,1,61761.77,0,0.32142857142857145,24.25,0,0,1,1,0
330,656,50,7,0.0,2,0,1,72143.44,0,0.14,13.12,1,0,0,0,1
4957,752,39,3,0.0,1,1,0,188187.05,0,0.07692307692307693,19.28205128205128,1,0,0,0,1
3033,787,85,10,0.0,2,1,1,116537.96,0,0.11764705882352941,9.258823529411766,1,0,0,1,0
7684,615,41,1,126773.43,1,1,1,55551.26,0,0.024390243902439025,15.0,0,0,1,0,1
1597,771,32,5,62321.62,1,1,1,40920.59,0,0.15625,24.09375,1,0,0,0,1
9919,688,26,0,0.0,2,1,0,105784.85,0,0.0,26.46153846153846,1,0,0,0,1
